Region,Year,Type of alcoholic beverages,Consumption of alcoholic beverages (thousands of decaliters),Consumption of alcoholic beverages (in liters per capita),Consumption of alcoholic beverages (in liters of pure alcohol per capita)
Oryol Oblast,2017,Liqueurs,22.26,0.30,0.12
Ryazan Oblast,2017,Liqueurs,44.48,0.39,0.16
Smolensk Oblast,2017,Liqueurs,42.98,0.46,0.18
Tambov Oblast,2017,Liqueurs,28.30,0.27,0.11
Tver Oblast,2017,Liqueurs,85.02,0.66,0.26
Tula Oblast,2017,Liqueurs,66.35,0.43,0.17
Yaroslavl Oblast,2017,Liqueurs,67.64,0.54,0.21
Moscow,2017,Liqueurs,497.91,0.40,0.16
Republic of Karelia,2017,Liqueurs,54.27,0.93,0.37
Komi Republic,2017,Liqueurs,54.58,0.67,0.27
Nenets Autonomous Okrug,2017,Liqueurs,1.31,0.31,0.12
Vologda Oblast,2017,Liqueurs,80.81,0.68,0.27
Kaliningrad Oblast,2017,Liqueurs,36.54,0.37,0.15
Leningrad Oblast,2017,Liqueurs,128.09,0.70,0.28
Murmansk Oblast,2017,Liqueurs,50.55,0.70,0.28
Novgorod Oblast,2017,Liqueurs,34.94,0.57,0.23
Pskov Oblast,2017,Liqueurs,27.95,0.44,0.18
Saint Petersburg,2017,Liqueurs,265.91,0.49,0.20
Arkhangelsk Oblast,2017,Liqueurs,71.07,0.67,0.27
Adygea,2017,Liqueurs,9.84,0.21,0.08
Kalmykia,2017,Liqueurs,1.88,0.07,0.03
Republic of Crimea,2017,Liqueurs,29.50,0.15,0.06
Krasnodar Krai,2017,Liqueurs,114.38,0.20,0.08
Astrakhan Oblast,2017,Liqueurs,18.98,0.19,0.08
Volgograd Oblast,2017,Liqueurs,58.88,0.23,0.09
Rostov Oblast,2017,Liqueurs,75.34,0.18,0.07
Sevastopol,2017,Liqueurs,11.68,0.25,0.10
Dagestan,2017,Liqueurs,2.52,0.01,0.00
Ingushetia,2017,Liqueurs,0.05,0.00,0.00
Kabardino-Balkaria,2017,Liqueurs,1.29,0.01,0.01
Karachay-Cherkessia,2017,Liqueurs,2.48,0.05,0.02
North Ossetia-Alania,2017,Liqueurs,0.86,0.01,0.00
Chechnya,2017,Liqueurs,0.30,0.00,0.00
Stavropol Krai,2017,Liqueurs,46.26,0.16,0.06
Bashkortostan,2017,Liqueurs,253.83,0.62,0.25
Mari El,2017,Liqueurs,35.42,0.52,0.21
Mordovia,2017,Liqueurs,22.52,0.28,0.11
Tatarstan,2017,Liqueurs,203.94,0.52,0.21
Udmurtia,2017,Liqueurs,71.21,0.48,0.19
Chuvashia,2017,Liqueurs,98.09,0.80,0.32
Perm Krai,2017,Liqueurs,105.25,0.40,0.16
Kirov Oblast,2017,Liqueurs,57.17,0.46,0.18
Nizhny Novgorod Oblast,2017,Liqueurs,185.67,0.58,0.23
Orenburg Oblast,2017,Liqueurs,47.13,0.24,0.10
Penza Oblast,2017,Liqueurs,85.08,0.64,0.26
Samara Oblast,2017,Liqueurs,89.76,0.28,0.11
Saratov Oblast,2017,Liqueurs,56.84,0.23,0.09
Ulyanovsk Oblast,2017,Liqueurs,28.23,0.23,0.09
Kurgan Oblast,2017,Liqueurs,22.45,0.27,0.11
Sverdlovsk Oblast,2017,Liqueurs,184.85,0.43,0.17
Khanty–Mansi Autonomous Okrug – Yugra,2017,Liqueurs,73.74,0.45,0.18
Yamalo-Nenets Autonomous Okrug,2017,Liqueurs,27.42,0.53,0.21
Chelyabinsk Oblast,2017,Liqueurs,131.28,0.37,0.15
Tyumen Oblast,2017,Liqueurs,43.97,0.29,0.12
Altai Republic,2017,Liqueurs,2.74,0.13,0.05
Tuva,2017,Liqueurs,0.72,0.02,0.01
Khakassia,2017,Liqueurs,8.34,0.15,0.06
Altai Krai,2017,Liqueurs,45.30,0.20,0.08
Krasnoyarsk Krai,2017,Liqueurs,77.60,0.27,0.11
Irkutsk Oblast,2017,Liqueurs,112.81,0.47,0.19
Kemerovo Oblast,2017,Liqueurs,84.23,0.31,0.12
Novosibirsk Oblast,2017,Liqueurs,69.66,0.25,0.10
Omsk Oblast,2017,Liqueurs,43.62,0.22,0.09
Tomsk Oblast,2017,Liqueurs,34.05,0.32,0.13
Buryatia,2017,Liqueurs,18.45,0.19,0.08
Sakha (Yakutia),2017,Liqueurs,15.24,0.16,0.06
Zabaykalsky Krai,2017,Liqueurs,24.78,0.23,0.09
Kamchatka Krai,2017,Liqueurs,15.09,0.50,0.20
Primorsky Krai,2017,Liqueurs,124.02,0.65,0.26
Khabarovsk Krai,2017,Liqueurs,87.50,0.66,0.26
Amur Oblast,2017,Liqueurs,25.80,0.32,0.13
Magadan Oblast,2017,Liqueurs,6.19,0.43,0.17
Sakhalin Oblast,2017,Liqueurs,26.28,0.55,0.22
Jewish Autonomous Oblast,2017,Liqueurs,6.91,0.43,0.17
Chukotka Autonomous Okrug,2017,Liqueurs,1.41,0.29,0.12
Belgorod Oblast,2018,Liqueurs,27.58,0.18,0.07
Bryansk Oblast,2018,Liqueurs,89.76,0.74,0.30
Vladimir Oblast,2018,Liqueurs,87.73,0.63,0.25
Voronezh Oblast,2018,Liqueurs,85.59,0.37,0.15
Ivanovo Oblast,2018,Liqueurs,66.63,0.68,0.27
Kaluga Oblast,2018,Liqueurs,69.19,0.66,0.26
Kostroma Oblast,2018,Liqueurs,36.25,0.59,0.24
Kursk Oblast,2018,Liqueurs,30.91,0.28,0.11
Lipetsk Oblast,2018,Liqueurs,43.80,0.38,0.15
Moscow Oblast,2018,Liqueurs,543.56,0.67,0.27
Oryol Oblast,2018,Liqueurs,25.38,0.34,0.14
Ryazan Oblast,2018,Liqueurs,50.14,0.44,0.18
Smolensk Oblast,2018,Liqueurs,46.60,0.50,0.20
Tambov Oblast,2018,Liqueurs,31.36,0.30,0.12
Tver Oblast,2018,Liqueurs,94.33,0.74,0.29
Tula Oblast,2018,Liqueurs,76.94,0.50,0.20
Yaroslavl Oblast,2018,Liqueurs,71.54,0.57,0.23
Moscow,2018,Liqueurs,543.12,0.43,0.17
Republic of Karelia,2018,Liqueurs,55.55,0.97,0.39
Komi Republic,2018,Liqueurs,65.16,0.82,0.33
Nenets Autonomous Okrug,2018,Liqueurs,1.43,0.34,0.14
Vologda Oblast,2018,Liqueurs,90.27,0.77,0.31
Kaliningrad Oblast,2018,Liqueurs,42.72,0.43,0.17
Leningrad Oblast,2018,Liqueurs,135.54,0.72,0.29
Murmansk Oblast,2018,Liqueurs,54.95,0.77,0.31
Novgorod Oblast,2018,Liqueurs,41.58,0.69,0.28
Pskov Oblast,2018,Liqueurs,40.06,0.64,0.26
Saint Petersburg,2018,Liqueurs,298.82,0.54,0.22
Arkhangelsk Oblast,2018,Liqueurs,70.99,0.68,0.27
Adygea,2018,Liqueurs,7.98,0.17,0.07
Kalmykia,2018,Liqueurs,3.05,0.11,0.04
Republic of Crimea,2018,Liqueurs,43.14,0.22,0.09
Krasnodar Krai,2018,Liqueurs,126.90,0.22,0.09
Astrakhan Oblast,2018,Liqueurs,21.42,0.21,0.09
Volgograd Oblast,2018,Liqueurs,66.67,0.26,0.10
Rostov Oblast,2018,Liqueurs,85.09,0.20,0.08
Sevastopol,2018,Liqueurs,16.12,0.34,0.13
Dagestan,2018,Liqueurs,3.19,0.01,0.00
Ingushetia,2018,Liqueurs,0.18,0.00,0.00
Kabardino-Balkaria,2018,Liqueurs,1.47,0.02,0.01
Karachay-Cherkessia,2018,Liqueurs,3.15,0.07,0.03
North Ossetia-Alania,2018,Liqueurs,1.17,0.02,0.01
Chechnya,2018,Liqueurs,0.23,0.00,0.00
Stavropol Krai,2018,Liqueurs,52.77,0.18,0.07
Bashkortostan,2018,Liqueurs,260.02,0.63,0.25
Mari El,2018,Liqueurs,45.21,0.66,0.26
Mordovia,2018,Liqueurs,25.18,0.31,0.12
Tatarstan,2018,Liqueurs,209.95,0.53,0.21
Udmurtia,2018,Liqueurs,74.57,0.50,0.20
Chuvashia,2018,Liqueurs,111.40,0.91,0.36
Perm Krai,2018,Liqueurs,115.99,0.45,0.18
Kirov Oblast,2018,Liqueurs,61.26,0.50,0.20
Nizhny Novgorod Oblast,2018,Liqueurs,479.89,1.49,0.60
Orenburg Oblast,2018,Liqueurs,54.37,0.28,0.11
Penza Oblast,2018,Liqueurs,89.23,0.67,0.27
Samara Oblast,2018,Liqueurs,113.75,0.35,0.14
Saratov Oblast,2018,Liqueurs,62.96,0.25,0.10
Ulyanovsk Oblast,2018,Liqueurs,34.12,0.28,0.11
Kurgan Oblast,2018,Liqueurs,24.06,0.29,0.12
Sverdlovsk Oblast,2018,Liqueurs,206.35,0.48,0.19
Khanty–Mansi Autonomous Okrug – Yugra,2018,Liqueurs,84.21,0.51,0.20
Yamalo-Nenets Autonomous Okrug,2018,Liqueurs,32.09,0.63,0.25
Chelyabinsk Oblast,2018,Liqueurs,150.33,0.43,0.17
Tyumen Oblast,2018,Liqueurs,50.85,0.33,0.13
Altai Republic,2018,Liqueurs,3.43,0.16,0.06
Tuva,2018,Liqueurs,0.61,0.02,0.01
Khakassia,2018,Liqueurs,12.07,0.22,0.09
Altai Krai,2018,Liqueurs,54.11,0.24,0.10
Krasnoyarsk Krai,2018,Liqueurs,95.02,0.33,0.13
Irkutsk Oblast,2018,Liqueurs,119.96,0.50,0.20
Kemerovo Oblast,2018,Liqueurs,95.37,0.35,0.14
Novosibirsk Oblast,2018,Liqueurs,79.52,0.28,0.11
Omsk Oblast,2018,Liqueurs,49.43,0.25,0.10
Tomsk Oblast,2018,Liqueurs,37.68,0.35,0.14
Buryatia,2018,Liqueurs,20.23,0.21,0.08
Sakha (Yakutia),2018,Liqueurs,17.02,0.18,0.07
Zabaykalsky Krai,2018,Liqueurs,25.86,0.25,0.10
Kamchatka Krai,2018,Liqueurs,17.30,0.57,0.23
Primorsky Krai,2018,Liqueurs,119.36,0.63,0.25
Khabarovsk Krai,2018,Liqueurs,87.76,0.66,0.27
Amur Oblast,2018,Liqueurs,35.02,0.44,0.18
Magadan Oblast,2018,Liqueurs,10.14,0.71,0.28
Sakhalin Oblast,2018,Liqueurs,29.58,0.62,0.25
Jewish Autonomous Oblast,2018,Liqueurs,7.73,0.49,0.19
Chukotka Autonomous Okrug,2018,Liqueurs,1.48,0.31,0.12
Belgorod Oblast,2019,Liqueurs,27.62,0.18,0.07
Bryansk Oblast,2019,Liqueurs,93.80,0.78,0.31
Vladimir Oblast,2019,Liqueurs,97.69,0.71,0.28
Voronezh Oblast,2019,Liqueurs,105.83,0.45,0.18
Ivanovo Oblast,2019,Liqueurs,72.67,0.75,0.30
Kaluga Oblast,2019,Liqueurs,76.43,0.73,0.29
Kostroma Oblast,2019,Liqueurs,39.56,0.65,0.26
Kursk Oblast,2019,Liqueurs,38.06,0.35,0.14
Lipetsk Oblast,2019,Liqueurs,52.23,0.45,0.18
Moscow Oblast,2019,Liqueurs,610.91,0.74,0.30
Oryol Oblast,2019,Liqueurs,32.46,0.44,0.18
Ryazan Oblast,2019,Liqueurs,57.25,0.51,0.20
Smolensk Oblast,2019,Liqueurs,50.81,0.55,0.22
Tambov Oblast,2019,Liqueurs,34.84,0.34,0.14
Tver Oblast,2019,Liqueurs,102.24,0.81,0.32
Tula Oblast,2019,Liqueurs,87.01,0.57,0.23
Yaroslavl Oblast,2019,Liqueurs,79.18,0.64,0.25
Moscow,2019,Liqueurs,572.76,0.45,0.18
Republic of Karelia,2019,Liqueurs,70.39,1.26,0.50
Komi Republic,2019,Liqueurs,71.14,0.91,0.37
Nenets Autonomous Okrug,2019,Liqueurs,1.52,0.36,0.15
Vologda Oblast,2019,Liqueurs,101.66,0.87,0.35
Kaliningrad Oblast,2019,Liqueurs,53.13,0.53,0.21
Leningrad Oblast,2019,Liqueurs,153.11,0.80,0.32
Murmansk Oblast,2019,Liqueurs,56.10,0.80,0.32
Novgorod Oblast,2019,Liqueurs,46.21,0.77,0.31
Pskov Oblast,2019,Liqueurs,47.88,0.78,0.31
Saint Petersburg,2019,Liqueurs,335.60,0.61,0.24
Arkhangelsk Oblast,2019,Liqueurs,72.16,0.70,0.28
Adygea,2019,Liqueurs,9.27,0.19,0.08
Kalmykia,2019,Liqueurs,4.22,0.16,0.06
Republic of Crimea,2019,Liqueurs,52.90,0.27,0.11
Krasnodar Krai,2019,Liqueurs,162.07,0.28,0.11
Astrakhan Oblast,2019,Liqueurs,28.49,0.29,0.11
Volgograd Oblast,2019,Liqueurs,76.95,0.30,0.12
Rostov Oblast,2019,Liqueurs,103.47,0.24,0.10
Sevastopol,2019,Liqueurs,18.33,0.37,0.15
Dagestan,2019,Liqueurs,3.62,0.01,0.00
Ingushetia,2019,Liqueurs,0.50,0.01,0.00
Kabardino-Balkaria,2019,Liqueurs,2.00,0.02,0.01
Karachay-Cherkessia,2019,Liqueurs,3.53,0.08,0.03
North Ossetia-Alania,2019,Liqueurs,1.61,0.02,0.01
Chechnya,2019,Liqueurs,0.25,0.00,0.00
Stavropol Krai,2019,Liqueurs,69.80,0.24,0.10
Bashkortostan,2019,Liqueurs,260.98,0.63,0.25
Mari El,2019,Liqueurs,49.90,0.73,0.29
Mordovia,2019,Liqueurs,26.81,0.33,0.13
Tatarstan,2019,Liqueurs,222.74,0.56,0.22
Udmurtia,2019,Liqueurs,84.02,0.57,0.23
Chuvashia,2019,Liqueurs,113.20,0.93,0.37
Perm Krai,2019,Liqueurs,131.47,0.51,0.20
Kirov Oblast,2019,Liqueurs,62.16,0.51,0.21
Nizhny Novgorod Oblast,2019,Liqueurs,229.40,0.72,0.29
Orenburg Oblast,2019,Liqueurs,64.11,0.34,0.13
Penza Oblast,2019,Liqueurs,85.18,0.65,0.26
Samara Oblast,2019,Liqueurs,136.66,0.43,0.17
Saratov Oblast,2019,Liqueurs,72.09,0.29,0.12
Ulyanovsk Oblast,2019,Liqueurs,49.19,0.40,0.16
Kurgan Oblast,2019,Liqueurs,25.62,0.32,0.13
Sverdlovsk Oblast,2019,Liqueurs,229.12,0.53,0.21
Khanty–Mansi Autonomous Okrug – Yugra,2019,Liqueurs,93.21,0.56,0.22
Yamalo-Nenets Autonomous Okrug,2019,Liqueurs,34.93,0.68,0.27
Chelyabinsk Oblast,2019,Liqueurs,176.16,0.51,0.20
Tyumen Oblast,2019,Liqueurs,60.20,0.39,0.15
Altai Republic,2019,Liqueurs,4.31,0.20,0.08
Tuva,2019,Liqueurs,1.41,0.04,0.02
Khakassia,2019,Liqueurs,12.64,0.23,0.09
Altai Krai,2019,Liqueurs,61.90,0.28,0.11
Krasnoyarsk Krai,2019,Liqueurs,112.04,0.39,0.16
Irkutsk Oblast,2019,Liqueurs,125.99,0.52,0.21
Kemerovo Oblast,2019,Liqueurs,96.30,0.36,0.14
Novosibirsk Oblast,2019,Liqueurs,88.11,0.31,0.13
Omsk Oblast,2019,Liqueurs,55.48,0.29,0.12
Tomsk Oblast,2019,Liqueurs,37.58,0.35,0.14
Buryatia,2019,Liqueurs,20.70,0.21,0.08
Sakha (Yakutia),2019,Liqueurs,22.60,0.23,0.09
Zabaykalsky Krai,2019,Liqueurs,30.43,0.29,0.12
Kamchatka Krai,2019,Liqueurs,17.65,0.59,0.24
Primorsky Krai,2019,Liqueurs,122.29,0.65,0.26
Khabarovsk Krai,2019,Liqueurs,89.09,0.68,0.27
Amur Oblast,2019,Liqueurs,38.52,0.49,0.20
Magadan Oblast,2019,Liqueurs,8.79,0.63,0.25
Sakhalin Oblast,2019,Liqueurs,31.40,0.66,0.26
Jewish Autonomous Oblast,2019,Liqueurs,8.23,0.53,0.21
Chukotka Autonomous Okrug,2019,Liqueurs,1.63,0.34,0.14
Belgorod Oblast,2020,Liqueurs,34.93,0.22,0.09
Bryansk Oblast,2020,Liqueurs,101.33,0.85,0.34
Vladimir Oblast,2020,Liqueurs,115.49,0.84,0.34
Voronezh Oblast,2020,Liqueurs,121.46,0.52,0.21
Ivanovo Oblast,2020,Liqueurs,83.40,0.87,0.35
Kaluga Oblast,2020,Liqueurs,89.32,0.85,0.34
Kostroma Oblast,2020,Liqueurs,47.53,0.79,0.32
Kursk Oblast,2020,Liqueurs,52.72,0.48,0.19
Lipetsk Oblast,2020,Liqueurs,63.09,0.54,0.22
Moscow Oblast,2020,Liqueurs,732.46,0.87,0.35
Oryol Oblast,2020,Liqueurs,39.85,0.55,0.22
Ryazan Oblast,2020,Liqueurs,66.16,0.59,0.24
Smolensk Oblast,2020,Liqueurs,58.05,0.63,0.25
Tambov Oblast,2020,Liqueurs,40.69,0.40,0.16
Tver Oblast,2020,Liqueurs,119.08,0.95,0.38
Tula Oblast,2020,Liqueurs,103.01,0.68,0.27
Yaroslavl Oblast,2020,Liqueurs,92.46,0.75,0.30
Moscow,2020,Liqueurs,635.74,0.49,0.20
Republic of Karelia,2020,Liqueurs,81.93,1.49,0.60
Komi Republic,2020,Liqueurs,78.72,1.03,0.41
Nenets Autonomous Okrug,2020,Liqueurs,2.21,0.53,0.21
Vologda Oblast,2020,Liqueurs,125.78,1.08,0.43
Kaliningrad Oblast,2020,Liqueurs,97.80,0.96,0.39
Leningrad Oblast,2020,Liqueurs,172.04,0.88,0.35
Murmansk Oblast,2020,Liqueurs,67.87,0.98,0.39
Novgorod Oblast,2020,Liqueurs,52.20,0.88,0.35
Pskov Oblast,2020,Liqueurs,45.46,0.74,0.30
Saint Petersburg,2020,Liqueurs,381.09,0.68,0.27
Arkhangelsk Oblast,2020,Liqueurs,85.07,0.84,0.34
Adygea,2020,Liqueurs,10.72,0.22,0.09
Kalmykia,2020,Liqueurs,5.53,0.20,0.08
Republic of Crimea,2020,Liqueurs,74.02,0.38,0.15
Krasnodar Krai,2020,Liqueurs,202.75,0.35,0.14
Astrakhan Oblast,2020,Liqueurs,36.51,0.37,0.15
Volgograd Oblast,2020,Liqueurs,93.91,0.37,0.15
Rostov Oblast,2020,Liqueurs,118.96,0.28,0.11
Sevastopol,2020,Liqueurs,26.18,0.50,0.20
Dagestan,2020,Liqueurs,4.19,0.01,0.01
Ingushetia,2020,Liqueurs,0.48,0.01,0.00
Kabardino-Balkaria,2020,Liqueurs,2.42,0.03,0.01
Karachay-Cherkessia,2020,Liqueurs,4.03,0.09,0.03
North Ossetia-Alania,2020,Liqueurs,2.56,0.04,0.01
Chechnya,2020,Liqueurs,0.39,0.00,0.00
Stavropol Krai,2020,Liqueurs,80.06,0.28,0.11
Bashkortostan,2020,Liqueurs,294.25,0.72,0.29
Mari El,2020,Liqueurs,52.16,0.76,0.31
Mordovia,2020,Liqueurs,29.82,0.37,0.15
Tatarstan,2020,Liqueurs,229.80,0.58,0.23
Udmurtia,2020,Liqueurs,98.82,0.67,0.27
Chuvashia,2020,Liqueurs,124.27,1.03,0.41
Perm Krai,2020,Liqueurs,158.99,0.62,0.25
Kirov Oblast,2020,Liqueurs,72.35,0.61,0.24
Nizhny Novgorod Oblast,2020,Liqueurs,268.31,0.85,0.34
Orenburg Oblast,2020,Liqueurs,77.30,0.41,0.16
Penza Oblast,2020,Liqueurs,100.78,0.78,0.31
Samara Oblast,2020,Liqueurs,146.98,0.46,0.18
Saratov Oblast,2020,Liqueurs,89.03,0.36,0.14
Ulyanovsk Oblast,2020,Liqueurs,56.04,0.46,0.18
Kurgan Oblast,2020,Liqueurs,31.61,0.40,0.16
Sverdlovsk Oblast,2020,Liqueurs,268.02,0.62,0.25
Khanty–Mansi Autonomous Okrug – Yugra,2020,Liqueurs,116.85,0.69,0.28
Yamalo-Nenets Autonomous Okrug,2020,Liqueurs,42.90,0.84,0.34
Chelyabinsk Oblast,2020,Liqueurs,221.97,0.64,0.26
Tyumen Oblast,2020,Liqueurs,74.30,0.47,0.19
Altai Republic,2020,Liqueurs,5.68,0.27,0.11
Tuva,2020,Liqueurs,1.34,0.04,0.02
Khakassia,2020,Liqueurs,20.99,0.39,0.16
Altai Krai,2020,Liqueurs,66.60,0.30,0.12
Krasnoyarsk Krai,2020,Liqueurs,134.17,0.47,0.19
Irkutsk Oblast,2020,Liqueurs,145.79,0.61,0.24
Kemerovo Oblast,2020,Liqueurs,103.65,0.39,0.16
Novosibirsk Oblast,2020,Liqueurs,102.70,0.37,0.15
Omsk Oblast,2020,Liqueurs,66.99,0.35,0.14
Tomsk Oblast,2020,Liqueurs,43.27,0.40,0.16
Buryatia,2020,Liqueurs,23.29,0.24,0.09
Sakha (Yakutia),2020,Liqueurs,23.65,0.24,0.10
Zabaykalsky Krai,2020,Liqueurs,31.37,0.31,0.12
Kamchatka Krai,2020,Liqueurs,19.89,0.67,0.27
Primorsky Krai,2020,Liqueurs,135.91,0.72,0.29
Khabarovsk Krai,2020,Liqueurs,100.89,0.77,0.31
Amur Oblast,2020,Liqueurs,47.42,0.61,0.24
Magadan Oblast,2020,Liqueurs,10.13,0.73,0.29
Sakhalin Oblast,2020,Liqueurs,34.91,0.74,0.29
Jewish Autonomous Oblast,2020,Liqueurs,10.13,0.65,0.26
Chukotka Autonomous Okrug,2020,Liqueurs,1.79,0.37,0.15
Belgorod Oblast,2021,Liqueurs,38.43,0.25,0.10
Bryansk Oblast,2021,Liqueurs,111.08,0.94,0.38
Vladimir Oblast,2021,Liqueurs,134.73,0.99,0.40
Voronezh Oblast,2021,Liqueurs,136.62,0.59,0.24
Ivanovo Oblast,2021,Liqueurs,98.94,1.05,0.42
Kaluga Oblast,2021,Liqueurs,98.26,0.93,0.37
Kostroma Oblast,2021,Liqueurs,53.58,0.91,0.36
Kursk Oblast,2021,Liqueurs,55.74,0.51,0.20
Lipetsk Oblast,2021,Liqueurs,68.69,0.60,0.24
Moscow Oblast,2021,Liqueurs,799.36,0.95,0.38
Oryol Oblast,2021,Liqueurs,45.47,0.63,0.25
Ryazan Oblast,2021,Liqueurs,76.88,0.69,0.28
Smolensk Oblast,2021,Liqueurs,68.95,0.77,0.31
Tambov Oblast,2021,Liqueurs,47.05,0.47,0.19
Tver Oblast,2021,Liqueurs,128.50,1.03,0.41
Tula Oblast,2021,Liqueurs,117.18,0.78,0.31
Yaroslavl Oblast,2021,Liqueurs,106.15,0.87,0.35
Moscow,2021,Liqueurs,680.27,0.52,0.21
Republic of Karelia,2021,Liqueurs,96.75,1.79,0.71
Komi Republic,2021,Liqueurs,83.21,1.11,0.44
Nenets Autonomous Okrug,2021,Liqueurs,2.63,0.63,0.25
Vologda Oblast,2021,Liqueurs,151.41,1.32,0.53
Kaliningrad Oblast,2021,Liqueurs,91.76,0.90,0.36
Leningrad Oblast,2021,Liqueurs,191.05,0.97,0.39
Murmansk Oblast,2021,Liqueurs,73.28,1.08,0.43
Novgorod Oblast,2021,Liqueurs,56.27,0.96,0.38
Pskov Oblast,2021,Liqueurs,48.94,0.81,0.32
Saint Petersburg,2021,Liqueurs,426.69,0.76,0.31
Arkhangelsk Oblast,2021,Liqueurs,92.77,0.93,0.37
Adygea,2021,Liqueurs,12.71,0.26,0.10
Kalmykia,2021,Liqueurs,5.98,0.22,0.09
Republic of Crimea,2021,Liqueurs,92.93,0.48,0.19
Krasnodar Krai,2021,Liqueurs,257.04,0.44,0.18
Astrakhan Oblast,2021,Liqueurs,39.77,0.41,0.16
Volgograd Oblast,2021,Liqueurs,112.87,0.45,0.18
Rostov Oblast,2021,Liqueurs,146.37,0.35,0.14
Sevastopol,2021,Liqueurs,31.82,0.60,0.24
Dagestan,2021,Liqueurs,4.20,0.01,0.01
Ingushetia,2021,Liqueurs,0.42,0.01,0.00
Kabardino-Balkaria,2021,Liqueurs,3.31,0.04,0.01
Karachay-Cherkessia,2021,Liqueurs,4.78,0.10,0.04
North Ossetia-Alania,2021,Liqueurs,3.93,0.06,0.02
Chechnya,2021,Liqueurs,0.29,0.00,0.00
Stavropol Krai,2021,Liqueurs,100.85,0.35,0.14
Bashkortostan,2021,Liqueurs,321.94,0.79,0.31
Mari El,2021,Liqueurs,64.35,0.95,0.38
Mordovia,2021,Liqueurs,34.31,0.43,0.17
Tatarstan,2021,Liqueurs,252.78,0.63,0.25
Udmurtia,2021,Liqueurs,106.65,0.73,0.29
Chuvashia,2021,Liqueurs,139.54,1.17,0.47
Perm Krai,2021,Liqueurs,178.18,0.70,0.28
Kirov Oblast,2021,Liqueurs,83.61,0.71,0.29
Nizhny Novgorod Oblast,2021,Liqueurs,305.44,0.97,0.39
Orenburg Oblast,2021,Liqueurs,90.53,0.48,0.19
Penza Oblast,2021,Liqueurs,117.58,0.92,0.37
Samara Oblast,2021,Liqueurs,168.22,0.53,0.21
Saratov Oblast,2021,Liqueurs,107.32,0.44,0.17
Ulyanovsk Oblast,2021,Liqueurs,64.12,0.53,0.21
Kurgan Oblast,2021,Liqueurs,36.83,0.47,0.19
Sverdlovsk Oblast,2021,Liqueurs,304.62,0.71,0.28
Khanty–Mansi Autonomous Okrug – Yugra,2021,Liqueurs,115.60,0.68,0.27
Yamalo-Nenets Autonomous Okrug,2021,Liqueurs,43.66,0.86,0.34
Chelyabinsk Oblast,2021,Liqueurs,246.54,0.72,0.29
Tyumen Oblast,2021,Liqueurs,79.23,0.50,0.20
Altai Republic,2021,Liqueurs,7.68,0.36,0.15
Tuva,2021,Liqueurs,2.50,0.07,0.03
Khakassia,2021,Liqueurs,31.96,0.60,0.24
Altai Krai,2021,Liqueurs,82.47,0.38,0.15
Krasnoyarsk Krai,2021,Liqueurs,178.28,0.62,0.25
Irkutsk Oblast,2021,Liqueurs,169.53,0.71,0.28
Kemerovo Oblast,2021,Liqueurs,130.71,0.50,0.20
Novosibirsk Oblast,2021,Liqueurs,129.36,0.46,0.18
Omsk Oblast,2021,Liqueurs,77.38,0.41,0.16
Tomsk Oblast,2021,Liqueurs,53.39,0.50,0.20
Buryatia,2021,Liqueurs,28.64,0.29,0.12
Sakha (Yakutia),2021,Liqueurs,27.75,0.28,0.11
Zabaykalsky Krai,2021,Liqueurs,35.19,0.35,0.14
Kamchatka Krai,2021,Liqueurs,20.56,0.70,0.28
Primorsky Krai,2021,Liqueurs,150.87,0.81,0.32
Khabarovsk Krai,2021,Liqueurs,117.45,0.91,0.36
Amur Oblast,2021,Liqueurs,60.79,0.79,0.31
Magadan Oblast,2021,Liqueurs,10.28,0.75,0.30
Sakhalin Oblast,2021,Liqueurs,39.29,0.84,0.33
Jewish Autonomous Oblast,2021,Liqueurs,12.69,0.83,0.33
Chukotka Autonomous Okrug,2021,Liqueurs,2.12,0.45,0.18
Belgorod Oblast,2022,Liqueurs,55.66,0.36,0.14
Bryansk Oblast,2022,Liqueurs,134.10,1.15,0.46
Vladimir Oblast,2022,Liqueurs,166.91,1.24,0.50
Voronezh Oblast,2022,Liqueurs,162.80,0.71,0.28
Ivanovo Oblast,2022,Liqueurs,142.52,1.54,0.62
Kaluga Oblast,2022,Liqueurs,115.10,1.07,0.43
Kostroma Oblast,2022,Liqueurs,77.02,1.33,0.53
Kursk Oblast,2022,Liqueurs,73.01,0.68,0.27
Lipetsk Oblast,2022,Liqueurs,86.25,0.76,0.30
Moscow Oblast,2022,Liqueurs,971.94,1.14,0.46
Oryol Oblast,2022,Liqueurs,56.39,0.79,0.32
Ryazan Oblast,2022,Liqueurs,96.79,0.88,0.35
Smolensk Oblast,2022,Liqueurs,91.80,1.04,0.41
Tambov Oblast,2022,Liqueurs,59.50,0.61,0.24
Tver Oblast,2022,Liqueurs,165.92,1.35,0.54
Tula Oblast,2022,Liqueurs,143.94,0.96,0.38
Yaroslavl Oblast,2022,Liqueurs,141.99,1.18,0.47
Moscow,2022,Liqueurs,823.99,0.63,0.25
Republic of Karelia,2022,Liqueurs,132.86,2.50,1.00
Komi Republic,2022,Liqueurs,122.83,1.67,0.67
Nenets Autonomous Okrug,2022,Liqueurs,5.38,1.30,0.52
Vologda Oblast,2022,Liqueurs,219.33,1.93,0.77
Kaliningrad Oblast,2022,Liqueurs,93.68,0.91,0.36
